date,region,Government response index,Containment and health index,Stringency index,Economic support index
06/19,Northwest Territories,44,43,37,50
06/20,Northwest Territories,44,43,37,50
06/21,Northwest Territories,44,43,37,50
06/22,Northwest Territories,44,43,37,50
06/23,Northwest Territories,44,43,37,50
06/24,Northwest Territories,44,43,37,50
06/25,Northwest Territories,44,43,37,50
06/26,Northwest Territories,44,43,37,50
06/27,Northwest Territories,44,43,37,50
06/28,Northwest Territories,44,43,37,50
06/29,Northwest Territories,44,43,37,50
06/30,Northwest Territories,44,43,37,50
07/01,Northwest Territories,44,43,37,50
07/02,Northwest Territories,44,43,37,50
07/03,Northwest Territories,44,43,37,50
07/04,Northwest Territories,44,43,37,50
07/05,Northwest Territories,44,43,37,50
07/06,Northwest Territories,44,43,37,50
07/07,Northwest Territories,44,43,37,50
07/08,Northwest Territories,44,43,37,50
07/09,Northwest Territories,44,43,37,50
07/10,Northwest Territories,44,43,37,50
07/11,Northwest Territories,44,43,37,50
07/12,Northwest Territories,44,43,37,50
07/13,Northwest Territories,44,43,37,50
07/14,Northwest Territories,44,43,37,50
07/15,Northwest Territories,44,43,37,50
07/16,Northwest Territories,44,43,37,50
07/17,Northwest Territories,44,43,37,50
07/18,Northwest Territories,44,43,37,50
07/19,Northwest Territories,44,43,37,50
07/20,Northwest Territories,44,43,37,50
07/21,Northwest Territories,44,43,37,50
07/22,Northwest Territories,44,43,37,50
07/23,Northwest Territories,44,43,37,50
07/24,Northwest Territories,44,43,37,50
07/25,Northwest Territories,44,43,37,50
07/26,Northwest Territories,44,43,37,50
07/27,Northwest Territories,44,43,37,50
07/28,Northwest Territories,44,43,37,50
07/29,Northwest Territories,44,43,37,50
07/30,Northwest Territories,44,43,37,50
07/31,Northwest Territories,44,43,37,50
08/01,Northwest Territories,44,43,37,50
08/02,Northwest Territories,44,43,37,50
08/03,Northwest Territories,44,43,37,50
08/04,Northwest Territories,44,43,37,50
08/05,Northwest Territories,44,43,37,50
08/06,Northwest Territories,44,43,37,50
08/07,Northwest Territories,44,43,37,50
08/08,Northwest Territories,44,43,37,50
08/09,Northwest Territories,44,43,37,50
08/10,Northwest Territories,44,43,37,50
08/11,Northwest Territories,44,43,37,50
08/12,Northwest Territories,44,43,37,50
08/13,Northwest Territories,44,43,37,50
08/14,Northwest Territories,44,43,37,50
08/15,Northwest Territories,44,43,37,50
08/16,Northwest Territories,44,43,37,50
08/17,Northwest Territories,44,43,37,50
08/18,Northwest Territories,44,43,37,50
08/19,Northwest Territories,44,43,37,50
08/20,Northwest Territories,44,43,37,50
08/21,Northwest Territories,44,43,37,50
08/22,Northwest Territories,44,43,37,50
08/23,Northwest Territories,44,43,37,50
08/24,Northwest Territories,44,43,37,50
08/25,Northwest Territories,44,43,37,50
08/26,Northwest Territories,44,43,37,50
08/27,Northwest Territories,44,43,37,50
08/28,Northwest Territories,44,43,37,50
08/29,Northwest Territories,44,43,37,50
08/30,Northwest Territories,44,43,37,50
08/31,Northwest Territories,44,43,37,50
09/01,Northwest Territories,44,43,37,50
01/07,Newfoundland and Labrador,0,0,0,0
01/08,Newfoundland and Labrador,0,0,0,0
01/09,Newfoundland and Labrador,0,0,0,0
01/10,Newfoundland and Labrador,0,0,0,0
01/11,Newfoundland and Labrador,0,0,0,0
01/12,Newfoundland and Labrador,0,0,0,0
01/13,Newfoundland and Labrador,0,0,0,0
01/14,Newfoundland and Labrador,0,0,0,0
01/15,Newfoundland and Labrador,0,0,0,0
01/16,Newfoundland and Labrador,0,0,0,0
01/17,Newfoundland and Labrador,0,0,0,0
01/18,Newfoundland and Labrador,0,0,0,0
01/19,Newfoundland and Labrador,0,0,0,0
01/20,Newfoundland and Labrador,0,0,0,0
01/21,Newfoundland and Labrador,0,0,0,0
01/22,Newfoundland and Labrador,0,0,0,0
01/23,Newfoundland and Labrador,0,0,0,0
01/24,Newfoundland and Labrador,0,0,0,0
01/25,Newfoundland and Labrador,0,0,0,0
01/26,Newfoundland and Labrador,0,0,0,0
01/27,Newfoundland and Labrador,0,0,0,0
01/28,Newfoundland and Labrador,0,0,0,0
01/29,Newfoundland and Labrador,0,0,0,0
01/30,Newfoundland and Labrador,0,0,0,0
01/31,Newfoundland and Labrador,0,0,0,0
02/01,Newfoundland and Labrador,0,0,0,0
02/02,Newfoundland and Labrador,0,0,0,0
02/03,Newfoundland and Labrador,0,0,0,0
02/04,Newfoundland and Labrador,0,0,0,0
02/05,Newfoundland and Labrador,0,0,0,0
02/06,Newfoundland and Labrador,0,0,0,0
02/07,Newfoundland and Labrador,0,0,0,0
02/08,Newfoundland and Labrador,0,0,0,0
02/09,Newfoundland and Labrador,0,0,0,0
02/10,Newfoundland and Labrador,0,0,0,0
02/11,Newfoundland and Labrador,0,0,0,0
02/12,Newfoundland and Labrador,0,0,0,0
02/13,Newfoundland and Labrador,0,0,0,0
02/14,Newfoundland and Labrador,0,0,0,0
02/15,Newfoundland and Labrador,0,0,0,0
02/16,Newfoundland and Labrador,0,0,0,0
02/17,Newfoundland and Labrador,0,0,0,0
02/18,Newfoundland and Labrador,0,0,0,0
02/19,Newfoundland and Labrador,0,0,0,0
02/20,Newfoundland and Labrador,0,0,0,0
02/21,Newfoundland and Labrador,0,0,0,0
02/22,Newfoundland and Labrador,0,0,0,0
02/23,Newfoundland and Labrador,0,0,0,0
02/24,Newfoundland and Labrador,0,0,0,0
02/25,Newfoundland and Labrador,0,0,0,0
02/26,Newfoundland and Labrador,0,0,0,0
02/27,Newfoundland and Labrador,0,0,0,0
02/28,Newfoundland and Labrador,0,0,0,0
02/29,Newfoundland and Labrador,0,0,0,0
03/01,Newfoundland and Labrador,0,0,0,0
03/02,Newfoundland and Labrador,0,0,0,0
03/03,Newfoundland and Labrador,0,0,0,0
03/04,Newfoundland and Labrador,0,0,0,0
03/05,Newfoundland and Labrador,0,0,0,0
03/06,Newfoundland and Labrador,1,2,2,0
03/07,Newfoundland and Labrador,1,2,2,0
03/08,Newfoundland and Labrador,1,2,2,0
03/09,Newfoundland and Labrador,1,2,2,0
03/10,Newfoundland and Labrador,7,9,11,0
03/11,Newfoundland and Labrador,7,9,11,0
03/12,Newfoundland and Labrador,7,9,11,0
03/13,Newfoundland and Labrador,13,15,19,0
03/14,Newfoundland and Labrador,13,15,19,0
03/15,Newfoundland and Labrador,13,15,19,0
03/16,Newfoundland and Labrador,13,15,19,0
03/17,Newfoundland and Labrador,18,21,26,0
03/18,Newfoundland and Labrador,22,26,32,0
03/19,Newfoundland and Labrador,22,26,32,0
03/20,Newfoundland and Labrador,22,26,32,0
03/21,Newfoundland and Labrador,22,26,32,0
03/22,Newfoundland and Labrador,30,35,32,0
03/23,Newfoundland and Labrador,33,40,37,0
03/24,Newfoundland and Labrador,33,40,37,0
03/25,Newfoundland and Labrador,33,40,37,0
03/26,Newfoundland and Labrador,41,49,49,0
03/27,Newfoundland and Labrador,41,49,49,0
03/28,Newfoundland and Labrador,41,49,49,0
03/29,Newfoundland and Labrador,41,49,49,0
03/30,Newfoundland and Labrador,41,49,49,0
03/31,Newfoundland and Labrador,43,51,51,0
04/01,Newfoundland and Labrador,43,51,51,0
04/02,Newfoundland and Labrador,43,51,51,0
04/03,Newfoundland and Labrador,43,51,51,0
04/04,Newfoundland and Labrador,43,51,51,0
04/05,Newfoundland and Labrador,43,51,51,0
04/06,Newfoundland and Labrador,43,51,51,0
04/07,Newfoundland and Labrador,43,51,51,0
04/08,Newfoundland and Labrador,43,51,51,0
04/09,Newfoundland and Labrador,43,51,51,0
04/10,Newfoundland and Labrador,43,51,51,0
04/11,Newfoundland and Labrador,43,51,51,0
04/12,Newfoundland and Labrador,43,51,51,0
04/13,Newfoundland and Labrador,43,51,51,0
04/14,Newfoundland and Labrador,43,51,51,0
04/15,Newfoundland and Labrador,48,57,51,0
04/16,Newfoundland and Labrador,48,57,51,0
04/17,Newfoundland and Labrador,48,57,51,0
04/18,Newfoundland and Labrador,48,57,51,0
04/19,Newfoundland and Labrador,48,57,51,0
04/20,Newfoundland and Labrador,48,57,51,0
04/21,Newfoundland and Labrador,48,57,51,0
04/22,Newfoundland and Labrador,48,57,51,0
04/23,Newfoundland and Labrador,48,57,51,0
04/24,Newfoundland and Labrador,48,57,51,0
04/25,Newfoundland and Labrador,48,57,51,0
04/26,Newfoundland and Labrador,48,57,51,0
04/27,Newfoundland and Labrador,48,57,51,0
04/28,Newfoundland and Labrador,48,57,51,0
04/29,Newfoundland and Labrador,48,57,51,0
04/30,Newfoundland and Labrador,48,57,51,0
05/01,Newfoundland and Labrador,48,57,51,0
05/02,Newfoundland and Labrador,48,57,51,0
05/03,Newfoundland and Labrador,48,57,51,0
05/04,Newfoundland and Labrador,48,57,51,0
05/05,Newfoundland and Labrador,48,57,51,0
05/06,Newfoundland and Labrador,48,57,51,0
05/07,Newfoundland and Labrador,48,57,51,0
05/08,Newfoundland and Labrador,48,57,51,0
05/09,Newfoundland and Labrador,48,57,51,0
05/10,Newfoundland and Labrador,48,57,51,0
05/11,Newfoundland and Labrador,48,57,51,0
05/12,Newfoundland and Labrador,48,57,51,0
05/13,Newfoundland and Labrador,48,57,51,0
05/14,Newfoundland and Labrador,48,57,51,0
05/15,Newfoundland and Labrador,48,57,51,0
05/16,Newfoundland and Labrador,48,57,51,0
05/17,Newfoundland and Labrador,48,57,51,0
05/18,Newfoundland and Labrador,48,57,51,0
05/19,Newfoundland and Labrador,48,57,51,0
05/20,Newfoundland and Labrador,48,57,51,0
05/21,Newfoundland and Labrador,48,57,51,0
05/22,Newfoundland and Labrador,48,57,51,0
05/23,Newfoundland and Labrador,48,57,51,0
05/24,Newfoundland and Labrador,48,57,51,0
05/25,Newfoundland and Labrador,48,57,51,0
05/26,Newfoundland and Labrador,48,57,51,0
05/27,Newfoundland and Labrador,48,57,51,0
05/28,Newfoundland and Labrador,48,57,51,0
05/29,Newfoundland and Labrador,48,57,51,0
05/30,Newfoundland and Labrador,48,57,51,0
05/31,Newfoundland and Labrador,48,57,51,0
06/01,Newfoundland and Labrador,48,57,51,0
06/02,Newfoundland and Labrador,48,57,51,0
06/03,Newfoundland and Labrador,48,57,51,0
06/04,Newfoundland and Labrador,48,57,51,0
06/05,Newfoundland and Labrador,48,57,51,0
06/06,Newfoundland and Labrador,48,57,51,0
06/07,Newfoundland and Labrador,48,57,51,0
06/08,Newfoundland and Labrador,48,57,51,0
06/09,Newfoundland and Labrador,48,57,51,0
06/10,Newfoundland and Labrador,48,57,51,0
06/11,Newfoundland and Labrador,48,57,51,0
06/12,Newfoundland and Labrador,48,57,51,0
06/13,Newfoundland and Labrador,48,57,51,0
06/14,Newfoundland and Labrador,48,57,51,0
06/15,Newfoundland and Labrador,48,57,51,0
06/16,Newfoundland and Labrador,48,57,51,0
06/17,Newfoundland and Labrador,48,57,51,0
06/18,Newfoundland and Labrador,48,57,51,0
06/19,Newfoundland and Labrador,48,57,51,0
06/20,Newfoundland and Labrador,48,57,51,0
06/21,Newfoundland and Labrador,48,57,51,0
06/22,Newfoundland and Labrador,48,57,51,0
06/23,Newfoundland and Labrador,48,57,51,0
06/24,Newfoundland and Labrador,48,57,51,0
06/25,Newfoundland and Labrador,48,57,51,0
06/26,Newfoundland and Labrador,48,57,51,0
06/27,Newfoundland and Labrador,48,57,51,0
06/28,Newfoundland and Labrador,48,57,51,0
06/29,Newfoundland and Labrador,48,57,51,0
06/30,Newfoundland and Labrador,48,57,51,0
07/01,Newfoundland and Labrador,48,57,51,0
07/02,Newfoundland and Labrador,48,57,51,0
07/03,Newfoundland and Labrador,48,57,51,0
07/04,Newfoundland and Labrador,48,57,51,0
07/05,Newfoundland and Labrador,48,57,51,0
07/06,Newfoundland and Labrador,48,57,51,0
07/07,Newfoundland and Labrador,48,57,51,0
07/08,Newfoundland and Labrador,48,57,51,0
07/09,Newfoundland and Labrador,48,57,51,0
07/10,Newfoundland and Labrador,48,57,51,0
07/11,Newfoundland and Labrador,48,57,51,0
07/12,Newfoundland and Labrador,48,57,51,0
07/13,Newfoundland and Labrador,48,57,51,0
07/14,Newfoundland and Labrador,48,57,51,0
07/15,Newfoundland and Labrador,48,57,51,0
07/16,Newfoundland and Labrador,48,57,51,0
07/17,Newfoundland and Labrador,48,57,51,0
07/18,Newfoundland and Labrador,48,57,51,0
07/19,Newfoundland and Labrador,48,57,51,0
07/20,Newfoundland and Labrador,48,57,51,0
07/21,Newfoundland and Labrador,48,57,51,0
07/22,Newfoundland and Labrador,48,57,51,0
07/23,Newfoundland and Labrador,48,57,51,0
07/24,Newfoundland and Labrador,48,57,51,0
07/25,Newfoundland and Labrador,48,57,51,0
07/26,Newfoundland and Labrador,48,57,51,0
07/27,Newfoundland and Labrador,48,57,51,0
07/28,Newfoundland and Labrador,48,57,51,0
07/29,Newfoundland and Labrador,48,57,51,0
07/30,Newfoundland and Labrador,48,57,51,0
07/31,Newfoundland and Labrador,48,57,51,0
08/01,Newfoundland and Labrador,48,57,51,0
08/02,Newfoundland and Labrador,48,57,51,0
08/03,Newfoundland and Labrador,48,57,51,0
08/04,Newfoundland and Labrador,48,57,51,0
08/05,Newfoundland and Labrador,48,57,51,0
08/06,Newfoundland and Labrador,48,57,51,0
08/07,Newfoundland and Labrador,48,57,51,0
08/08,Newfoundland and Labrador,48,57,51,0
08/09,Newfoundland and Labrador,48,57,51,0
08/10,Newfoundland and Labrador,48,57,51,0
08/11,Newfoundland and Labrador,48,57,51,0
08/12,Newfoundland and Labrador,48,57,51,0
08/13,Newfoundland and Labrador,48,57,51,0
08/14,Newfoundland and Labrador,48,57,51,0
08/15,Newfoundland and Labrador,48,57,51,0
08/16,Newfoundland and Labrador,48,57,51,0
08/17,Newfoundland and Labrador,48,57,51,0
08/18,Newfoundland and Labrador,48,57,51,0
08/19,Newfoundland and Labrador,48,57,51,0
08/20,Newfoundland and Labrador,48,57,51,0
08/21,Newfoundland and Labrador,48,57,51,0
08/22,Newfoundland and Labrador,48,57,51,0
08/23,Newfoundland and Labrador,48,57,51,0
08/24,Newfoundland and Labrador,48,57,51,0
08/25,Newfoundland and Labrador,48,57,51,0
08/26,Newfoundland and Labrador,48,57,51,0
08/27,Newfoundland and Labrador,48,57,51,0
08/28,Newfoundland and Labrador,48,57,51,0
08/29,Newfoundland and Labrador,48,57,51,0
08/30,Newfoundland and Labrador,48,57,51,0
08/31,Newfoundland and Labrador,48,57,51,0
09/01,Newfoundland and Labrador,48,57,51,0
01/07,Yukon,0,0,0,0
01/08,Yukon,0,0,0,0
01/09,Yukon,0,0,0,0
01/10,Yukon,0,0,0,0
01/11,Yukon,0,0,0,0
01/12,Yukon,0,0,0,0
01/13,Yukon,0,0,0,0
01/14,Yukon,0,0,0,0
01/15,Yukon,0,0,0,0
01/16,Yukon,0,0,0,0
01/17,Yukon,0,0,0,0
01/18,Yukon,0,0,0,0
01/19,Yukon,0,0,0,0
01/20,Yukon,0,0,0,0
01/21,Yukon,0,0,0,0
01/22,Yukon,0,0,0,0
01/23,Yukon,0,0,0,0
01/24,Yukon,0,0,0,0
01/25,Yukon,0,0,0,0
01/26,Yukon,0,0,0,0
01/27,Yukon,0,0,0,0
01/28,Yukon,0,0,0,0
01/29,Yukon,0,0,0,0
01/30,Yukon,0,0,0,0
01/31,Yukon,0,0,0,0
02/01,Yukon,0,0,0,0
02/02,Yukon,0,0,0,0
02/03,Yukon,0,0,0,0
02/04,Yukon,0,0,0,0
02/05,Yukon,0,0,0,0
02/06,Yukon,0,0,0,0
02/07,Yukon,0,0,0,0
02/08,Yukon,0,0,0,0
02/09,Yukon,0,0,0,0
02/10,Yukon,0,0,0,0
02/11,Yukon,0,0,0,0
02/12,Yukon,0,0,0,0
02/13,Yukon,0,0,0,0
02/14,Yukon,0,0,0,0
02/15,Yukon,0,0,0,0
02/16,Yukon,0,0,0,0
02/17,Yukon,0,0,0,0
02/18,Yukon,0,0,0,0
02/19,Yukon,0,0,0,0
02/20,Yukon,0,0,0,0
02/21,Yukon,0,0,0,0
02/22,Yukon,0,0,0,0
02/23,Yukon,0,0,0,0
02/24,Yukon,0,0,0,0
02/25,Yukon,0,0,0,0
02/26,Yukon,0,0,0,0
02/27,Yukon,0,0,0,0
02/28,Yukon,0,0,0,0
02/29,Yukon,0,0,0,0
03/01,Yukon,0,0,0,0
03/02,Yukon,0,0,0,0
03/03,Yukon,0,0,0,0
03/04,Yukon,0,0,0,0
03/05,Yukon,0,0,0,0
03/06,Yukon,0,0,0,0
03/07,Yukon,0,0,0,0
03/08,Yukon,0,0,0,0
03/09,Yukon,0,0,0,0
03/10,Yukon,0,0,0,0
03/11,Yukon,0,0,0,0
03/12,Yukon,0,0,0,0
03/13,Yukon,0,0,0,0
03/14,Yukon,0,0,0,0
03/15,Yukon,0,0,0,0
03/16,Yukon,0,0,0,0
03/17,Yukon,0,0,0,0
03/18,Yukon,15,18,22,0
03/19,Yukon,15,18,22,0
03/20,Yukon,15,18,22,0
03/21,Yukon,15,18,22,0
03/22,Yukon,22,26,32,0
03/23,Yukon,22,26,32,0
03/24,Yukon,22,26,32,0
03/25,Yukon,22,26,32,0
03/26,Yukon,22,26,32,0
03/27,Yukon,26,31,37,0
03/28,Yukon,26,31,37,0
03/29,Yukon,26,31,37,0
03/30,Yukon,26,31,37,0
03/31,Yukon,26,31,37,0
04/01,Yukon,32,37,46,0
04/02,Yukon,32,37,46,0
04/03,Yukon,33,40,49,0
04/04,Yukon,33,40,49,0
04/05,Yukon,33,40,49,0
04/06,Yukon,33,40,49,0
04/07,Yukon,33,40,49,0
04/08,Yukon,35,42,51,0
04/09,Yukon,35,42,51,0
04/10,Yukon,35,42,51,0
04/11,Yukon,35,42,51,0
04/12,Yukon,35,42,51,0
04/13,Yukon,35,42,51,0
04/14,Yukon,35,42,51,0
04/15,Yukon,35,42,51,0
04/16,Yukon,35,42,51,0
04/17,Yukon,39,46,57,0
04/18,Yukon,39,46,57,0
04/19,Yukon,39,46,57,0
04/20,Yukon,39,46,57,0
04/21,Yukon,39,46,57,0
04/22,Yukon,39,46,57,0
04/23,Yukon,39,46,57,0
04/24,Yukon,39,46,57,0
04/25,Yukon,39,46,57,0
04/26,Yukon,39,46,57,0
04/27,Yukon,44,53,57,0
04/28,Yukon,44,53,57,0
04/29,Yukon,44,53,57,0
04/30,Yukon,44,53,57,0
05/01,Yukon,44,53,57,0
05/02,Yukon,44,53,57,0
05/03,Yukon,44,53,57,0
05/04,Yukon,44,53,57,0
05/05,Yukon,44,53,57,0
05/06,Yukon,44,53,57,0
05/07,Yukon,44,53,57,0
05/08,Yukon,44,53,57,0
05/09,Yukon,44,53,57,0
05/10,Yukon,44,53,57,0
05/11,Yukon,44,53,57,0
05/12,Yukon,44,53,57,0
05/13,Yukon,44,53,57,0
05/14,Yukon,44,53,57,0
05/15,Yukon,44,53,57,0
05/16,Yukon,44,53,57,0
05/17,Yukon,44,53,57,0
05/18,Yukon,44,53,57,0
05/19,Yukon,44,53,57,0
05/20,Yukon,44,53,57,0
05/21,Yukon,44,53,57,0
05/22,Yukon,44,53,57,0
05/23,Yukon,44,53,57,0
05/24,Yukon,44,53,57,0
05/25,Yukon,44,53,57,0
05/26,Yukon,44,53,57,0
05/27,Yukon,44,53,57,0
05/28,Yukon,44,53,57,0
05/29,Yukon,44,53,57,0
05/30,Yukon,44,53,57,0
05/31,Yukon,44,53,57,0
06/01,Yukon,44,53,57,0
06/02,Yukon,44,53,57,0
06/03,Yukon,44,53,57,0
06/04,Yukon,44,53,57,0
06/05,Yukon,44,53,57,0
06/06,Yukon,44,53,57,0
06/07,Yukon,44,53,57,0
06/08,Yukon,44,53,57,0
06/09,Yukon,44,53,57,0
06/10,Yukon,44,53,57,0
06/11,Yukon,44,53,57,0
06/12,Yukon,44,53,57,0
06/13,Yukon,44,53,57,0
06/14,Yukon,44,53,57,0
06/15,Yukon,44,53,57,0
06/16,Yukon,44,53,57,0
06/17,Yukon,44,53,57,0
06/18,Yukon,44,53,57,0
06/19,Yukon,44,53,57,0
06/20,Yukon,44,53,57,0
06/21,Yukon,44,53,57,0
06/22,Yukon,44,53,57,0
06/23,Yukon,44,53,57,0
06/24,Yukon,44,53,57,0
06/25,Yukon,44,53,57,0
06/26,Yukon,44,53,57,0
06/27,Yukon,44,53,57,0
06/28,Yukon,44,53,57,0
06/29,Yukon,44,53,57,0
06/30,Yukon,44,53,57,0
07/01,Yukon,44,53,57,0
07/02,Yukon,44,53,57,0
07/03,Yukon,44,53,57,0
07/04,Yukon,44,53,57,0
07/05,Yukon,44,53,57,0
07/06,Yukon,44,53,57,0
07/07,Yukon,44,53,57,0
07/08,Yukon,44,53,57,0
07/09,Yukon,44,53,57,0
07/10,Yukon,44,53,57,0
07/11,Yukon,44,53,57,0
07/12,Yukon,44,53,57,0
07/13,Yukon,44,53,57,0
07/14,Yukon,44,53,57,0
07/15,Yukon,44,53,57,0
07/16,Yukon,44,53,57,0
07/17,Yukon,44,53,57,0
07/18,Yukon,44,53,57,0
07/19,Yukon,44,53,57,0
07/20,Yukon,44,53,57,0
07/21,Yukon,44,53,57,0
07/22,Yukon,44,53,57,0
07/23,Yukon,44,53,57,0
07/24,Yukon,44,53,57,0
07/25,Yukon,44,53,57,0
07/26,Yukon,44,53,57,0
07/27,Yukon,44,53,57,0
07/28,Yukon,44,53,57,0
07/29,Yukon,44,53,57,0
07/30,Yukon,44,53,57,0
07/31,Yukon,44,53,57,0
08/01,Yukon,44,53,57,0
08/02,Yukon,44,53,57,0
08/03,Yukon,44,53,57,0
08/04,Yukon,44,53,57,0
08/05,Yukon,44,53,57,0
08/06,Yukon,44,53,57,0
08/07,Yukon,44,53,57,0
08/08,Yukon,44,53,57,0
08/09,Yukon,44,53,57,0
08/10,Yukon,44,53,57,0
08/11,Yukon,44,53,57,0
08/12,Yukon,44,53,57,0
08/13,Yukon,44,53,57,0
08/14,Yukon,44,53,57,0
08/15,Yukon,44,53,57,0
08/16,Yukon,44,53,57,0
08/17,Yukon,44,53,57,0
08/18,Yukon,44,53,57,0
08/19,Yukon,44,53,57,0
08/20,Yukon,44,53,57,0
08/21,Yukon,44,53,57,0
08/22,Yukon,44,53,57,0
08/23,Yukon,44,53,57,0
08/24,Yukon,44,53,57,0
08/25,Yukon,44,53,57,0
08/26,Yukon,44,53,57,0
08/27,Yukon,44,53,57,0
08/28,Yukon,44,53,57,0
08/29,Yukon,44,53,57,0
08/30,Yukon,44,53,57,0
08/31,Yukon,44,53,57,0
09/01,Yukon,44,53,57,0
